Name,Org,Pos,Current Level,FV,K%,BB%,BABIP,ISO,wOBA,wRC+,SwStr%,Strikes,Pitches,playerId
"Joey Bart","SFG","C","AAA","55",0.20848057,0.06007067,0.3172043,0.2475822,0.3857534598711329,140.69322917927715,0.11078575,1321,2049,"21524"
"Cal Raleigh","SEA","C","MLB","40+",0.21513353,0.09643917,0.28199052,0.24625624,0.3698233513910496,128.65477335128944,0.12958333,1526,2400,"21534"
"Kyle Isbel","KCR","RF","AAA","45",0.20411985,0.08052434,0.33977901,0.17184265,0.3621232893185141,121.57820045167274,0.09974555,1240,1965,"21614"
"Alec Bohm","PHI","3B","MLB","50",0.13753582,0.09885387,0.31547619,0.18078176,0.38316280840114614,146.94375418846892,0.07534247,1528,2482,"21618"
"Nick Maton","PHI","SS","MLB","40",0.20390456,0.10086768,0.31862745,0.12919254,0.3335399493852555,113.79346901039274,0.10564765,2213,3559,"21635"
"Rafael Marchan","PHI","C","AAA","40+",0.10160428,0.07308378,0.30921053,0.0627451,0.3181558990307912,101.73271850359639,0.078564,1235,1922,"21646"
"Sherten Apostel","TEX","3B","CPX","45+",0.24216524,0.13105413,0.31513648,0.18686869,0.3741310335632063,131.09772734342693,0.12020649,1618,2712,"21794"
"Rodolfo Castro","PIT","2B","AA","40",0.25028185,0.06426156,0.28291815,0.18952619,0.3191505902835301,103.23461108898104,0.15057681,2175,3294,"21987"
"Akil Baddoo","MIN","CF","MLB","40",0.25154321,0.13271605,0.30526316,0.17689531,0.3468951551489128,116.98375498948093,0.13630929,1498,2509,"22168"
"Sam Huff","TEX","C","AA","40+",0.30403309,0.05791107,0.33574007,0.21573033,0.3548976144522986,124.82946498326685,0.17795637,2340,3484,"22209"
"Luis Campusano","SDP","C","AAA","50",0.12970169,0.0920882,0.33797909,0.14369501,0.3758528666626492,132.4892676252265,0.10734463,1690,2655,"22217"
"Taylor Walls","TBR","SS","MLB","45",0.16510903,0.1152648,0.33482143,0.1498801,0.37042240769012164,133.86938006201942,0.06203008,2207,3724,"22458"
"Jarred Kelenic","SEA","CF","MLB","55",0.21438083,0.1011984,0.34100418,0.22624434,0.3959936435308342,142.9587212576165,0.11269147,1647,2742,"22558"
"Alejandro Kirk","TOR","C","AAA","40+",0.0974026,0.14448052,0.32882883,0.18604651,0.4200720306899812,158.84596921748653,0.05258583,1342,2301,"22581"
"Geraldo Perdomo","ARI","SS","AA","50",0.1468254,0.14417989,0.34257426,0.10517799,0.38263939943746506,136.2907326745103,0.08208955,1596,2680,"22799"
"Tucupita Marcano","SDP","SS","AAA","45+",0.08232119,0.0877193,0.32160804,0.06880734,0.3471216350671531,113.8588139171308,0.04766228,1395,2203,"22871"
"Jose Barrero","CIN","SS","AAA","45+",0.20123839,0.04540764,0.31725146,0.12528216,0.32409198376798876,104.21098512029674,0.12909661,2336,3509,"23378"
"Wander Franco","TBR","SS","MLB","70",0.0703125,0.10807292,0.33607908,0.1874063,0.41768554578588896,156.8810037587264,0.04816797,1482,2429,"23667"
"Jarren Duran","BOS","CF","MLB","45",0.2,0.07045455,0.40257649,0.12468828,0.37592908859252927,139.6708782770385,0.1119716,1969,3099,"24617"
"Ryan Jeffers","MIN","C","MLB","45",0.18481375,0.1017192,0.34490239,0.15763547,0.3882912513519768,142.32758817883297,0.0857248,1698,2718,"24618"
"Owen Miller","SDP","SS","AAA","40",0.14269663,0.07303371,0.34534535,0.13416149,0.3653997668015782,127.69891955714662,0.07634506,2172,3327,"24655"
"Andrew Vaughn","CHW","1B","MLB","50",0.15510204,0.12244898,0.31097561,0.17073171,0.3851150130739017,141.29395201689815,0.09288991,541,872,"26197"
"Seth Gray","MIN","3B","A+","35+",0.2189781,0.10948905,0.26219512,0.20512821,0.35116513708935065,113.48272817340606,0.11359223,615,1030,"sa1115752"
"Dominic Fletcher","ARI","RF","AA","40",0.20920502,0.09205021,0.39622642,0.14485981,0.39457358011213534,147.31478016602142,0.11328976,585,918,"sa1115778"
"Kyle Stowers","BAL","RF","AA","45",0.23245614,0.0877193,0.2585034,0.16176471,0.31537706130429316,102.14723660760482,0.13450292,532,855,"sa1115829"
"Carter Bins","SEA","C","AA","40",0.27722772,0.16336634,0.27173913,0.14935065,0.3712778625511887,127.49847067637012,0.10824108,451,813,"sa1115884"
"Michael Massey","KCR","2B","A+","35+",0.14583333,0.06770833,0.29787234,0.12716763,0.337615533336919,104.84477033190983,0.09615385,447,676,"sa1115910"
"Nick Kahle","MIL","C","A+","40",0.22485207,0.12426036,0.29126214,0.21232877,0.3538087983808574,110.58029612120806,0.10014728,411,679,"sa1115979"
"Kyle McCann","OAK","1B","AA","40",0.348,0.12,0.30327869,0.19266055,0.33623123288633355,112.00898763053306,0.1673428,586,986,"sa1159677"
"Rece Hinds","CIN","RF","A","40",0.3,0.2,0,0,0.1477780222892761,-11.516797114096306,0.13888889,19,36,"sa1169587"
"Matthew Lugo","BOS","SS","A","45",0.23030303,0.09090909,0.33962264,0.06944445,0.3280446917001455,97.44980959844514,0.23778502,233,307,"sa1169598"
"Tyler Callihan","CIN","3B","A","45",0.21008403,0.04201681,0.31176471,0.17857143,0.3277459587870526,98.50371677979598,0.13829787,547,846,"sa1169610"
"Marcus Smith","OAK","CF","CPX","40",0.24369748,0.16806723,0.50724638,0.08247423,0.43676714876950795,155.8777318015819,0.2248062,164,258,"sa1169620"
"Ivan Johnson","CIN","2B","A","35+",0.21904762,0.08571429,0.30882353,0.15957447,0.3367628763263352,104.32213123019687,0.11345646,483,758,"sa1169627"
"Yan Contreras","CIN","SS","A","35+",0.29761905,0.16666667,0.22727273,0.07246376,0.271210273816472,58.45897260962528,0.32795699,128,186,"sa1169894"
"Chandler Redmond","STL","2B","A+","35+",0.25943396,0.11792453,0.34482759,0.26519337,0.4131602057308521,151.15014192807956,0.16786571,498,834,"sa1170749"
"Evan Mendoza","STL","3B","AAA","40",0.18610422,0.06947891,0.33046472,0.08276798,0.3137038866430521,91.67903766743117,0.10461049,2116,3145,"sa3002836"
"Alexander Campos","OAK","2B","A","35+",0.33333333,0.13095238,0.20454545,0.05633803,0.2300129390898205,38.82889249826837,0.27878788,119,165,"sa3002852"
"Christopher Morel","CHC","3B","AA","40",0.23446894,0.04408818,0.31764706,0.13882863,0.3185258378886213,95.8751650921343,0.15526676,1005,1462,"sa3003171"
"Marcos Brito","OAK","2B","A+","40",0.24946695,0.10447761,0.2852349,0.05769231,0.2753369155992022,71.88705026581948,0.09921962,1124,1794,"sa3003183"
"Yunior Severino","MIN","2B","A","45",0.2607362,0.07361963,0.3236715,0.15100671,0.3271782876895024,91.79430010017485,0.15587967,719,1097,"sa3003185"
"Ivan Herrera","STL","C","AA","40+",0.19144603,0.10386965,0.35802469,0.12796208,0.38118620502705475,136.55949473404021,0.08849558,1046,1695,"sa3003191"
"Freudis Nova","HOU","SS","A+","45",0.19517544,0.04605263,0.32634731,0.12616823,0.3314646713827786,103.61354978611828,0.16261398,912,1316,"sa3003195"
"David Garcia","TEX","C","A+","40",0.20058997,0.08849558,0.33333333,0.1320132,0.34935370141160704,112.54711365398518,0.15892673,653,969,"sa3003197"
"Debby Santana","CIN","3B","A","35+",0.24918033,0.04262295,0.33980583,0.14930556,0.3341667348224866,98.90179142614294,0.29026217,445,534,"sa3003210"
"Jordan Diaz","OAK","3B","A+","40",0.1399177,0.07613169,0.29395604,0.14678899,0.35065255640459453,118.94617405678304,0.13719736,909,1363,"sa3003221"
"Gabriel Moreno","TOR","C","AA","40+",0.11417323,0.05708661,0.31725888,0.20869565,0.39497743882680597,142.86127846553302,0.08616505,1096,1648,"sa3003226"
"Jhon Torres","STL","RF","A+","40+",0.25888325,0.1142132,0.35682819,0.18529412,0.3867852094814862,134.23780118630276,0.17037037,780,1215,"sa3003233"
"Luis Mieses","CHW","CF","A","40",0.1862069,0.02528736,0.27164179,0.11084337,0.26819336977422514,59.35592626259945,0.17329545,809,1056,"sa3003274"
"Abiezel Ramirez","TBR","SS","A","40",0.17489712,0.1090535,0.34346505,0.1216545,0.37958773431559856,126.47333336467764,0.23308271,627,931,"sa3003282"
"Oswald Peraza","NYY","SS","AA","40",0.17256637,0.07743363,0.30745342,0.07462686,0.3177689928437548,95.00775647204544,0.11514393,1003,1598,"sa3003305"
"Alexander Canario","SFG","RF","A","45+",0.2769556,0.09936575,0.36742424,0.24029126,0.4100831555107893,147.88884438406419,0.20059657,868,1341,"sa3003316"
"Wenceel Perez","DET","SS","A+","45",0.1577575,0.08344198,0.30457746,0.09275362,0.31706010084353525,95.92556729038775,0.0848723,1645,2545,"sa3003326"
"Pablo Abreu","MIL","CF","A","40",0.28125,0.10336538,0.30612245,0.13774104,0.3066331990983238,79.04742374487343,0.15456506,884,1391,"sa3003329"
"Deury Carrasco","HOU","SS","A+","35+",0.32244898,0.08163265,0.32867133,0.0896861,0.28361660828355884,73.9012849617465,0.16931983,477,691,"sa3003330"
"Jean Carmona","BAL","3B","A","35+",0.27671233,0.06849315,0.3173913,0.11111111,0.29257384761349187,76.48291934583962,0.17408585,819,1258,"sa3003340"
"Cash Case","CIN","2B","-1","35+",0.21630094,0.0846395,0.30097087,0.11913357,0.3144092523862445,82.57956610208043,0.11455642,757,1161,"sa3004042"
"Gabriel Arias","SDP","SS","AAA","40+",0.2729064,0.06502463,0.3599374,0.14055794,0.33100043709252064,103.3728914768115,0.19225488,2517,3641,"sa3004047"
"Tirso Ornelas","SDP","LF","A+","45+",0.21780987,0.11191336,0.29357798,0.0946502,0.3032109793545543,84.90164540717512,0.08845127,1858,2996,"sa3004048"
"Lenyn Sosa","CHW","SS","A+","35+",0.1668682,0.04111245,0.30914826,0.11711711,0.3102544098369126,89.73698662261401,0.10447252,1982,2929,"sa3004051"
"Austin Beck","OAK","CF","A+","45",0.26970033,0.05993341,0.37521222,0.11672683,0.3248600730376196,99.7814232649085,0.14465805,2146,3173,"sa3004055"
"Ryan Costello","MIN","1B","AA","40",0.22653722,0.13807983,0.28363636,0.1956798,0.3613924578718237,128.2754285076482,0.11870794,2174,3715,"sa3004071"
"Nick Pratto","KCR","1B","AAA","45",0.31119921,0.09316155,0.33682373,0.14269912,0.3180871174803802,100.45761867746712,0.14611194,2564,4038,"sa3004138"
"MJ Melendez","KCR","C","AA","40+",0.34567901,0.0976431,0.29824561,0.19820972,0.3171289908859107,99.68143322016068,0.21305556,2289,3600,"sa3004139"
"Bubba Thompson","TEX","CF","AA","45+",0.29780034,0.07445008,0.34195402,0.14794008,0.32159522723178474,103.03644969168957,0.15985631,1423,2227,"sa3004140"
"Chris Seise","TEX","SS","A+","40+",0.35869565,0.0326087,0.38181818,0.11494253,0.2846658210391584,80.22601081126643,0.17682927,229,328,"sa3004142"
"Jeisson Rosario","SDP","CF","AA","45+",0.21223709,0.14627151,0.33488372,0.0773672,0.3351746413481328,106.32283767337645,0.09233744,2420,4137,"sa3004146"
"Johnathan Rodriguez","CLE","CF","A","35+",0.23667377,0.09168443,0.34653465,0.14832536,0.35750936188249505,122.33204743450632,0.17595308,908,1364,"sa3004147"
"Jordy Barley","SDP","SS","A","35+",0.30076628,0.07088123,0.3171521,0.15189873,0.3159793103131715,92.02913382770045,0.20206585,1096,1549,"sa3004148"
"Agustin Ruiz","SDP","RF","A+","35+",0.26675427,0.10512484,0.35205184,0.11951589,0.33662314950555994,106.59827271808703,0.17347726,1659,2594,"sa3004149"
"Blake Hunt","SDP","C","A+","40",0.19806763,0.09983897,0.32048193,0.11851852,0.3392879631141243,110.73294463514569,0.08737864,1492,2472,"sa3004153"
"Brewer Hicklen","KCR","CF","AA","35+",0.28726877,0.09031556,0.36883629,0.18969849,0.3747460560484247,136.83580580568315,0.15965167,2154,3445,"sa3004159"
"Rylan Bannon","BAL","3B","AAA","35+",0.20113314,0.12370161,0.31689088,0.19205298,0.3686253163173343,131.00959889407366,0.10695569,2515,4198,"sa3004162"
"Ryan Vilade","COL","SS","AAA","45",0.17053571,0.09375,0.33806452,0.13043478,0.35152608573816385,119.69146763721024,0.08404593,2587,4093,"sa3004256"
"Cal Mitchell","PIT","LF","AA","45",0.25404858,0.07388664,0.33757962,0.15100671,0.33503522619210535,114.63670671755585,0.11179296,2408,3748,"sa3004258"
"Royce Lewis","MIN","SS","AA","65",0.1880109,0.07356948,0.30462725,0.147,0.3345498627217958,111.0596576664625,0.10449129,2781,4364,"sa3004259"
"Livan Soto","LAA","SS","A+","40",0.13307241,0.11154599,0.28759894,0.04494382,0.30513698202219364,82.18128780728324,0.06791171,1096,1767,"sa3004264"
"Otto Lopez","TOR","SS","AA","35+",0.1215847,0.08196721,0.35575221,0.11908397,0.3758844232296845,133.5990682399171,0.07529773,1680,2603,"sa3004268"
"Sam McMillan","DET","C","A","35+",0.19639279,0.14829659,0.27609428,0.06313132,0.3289206405760537,105.63015960023866,0.09968354,1119,1896,"sa3004277"
"Canaan Smith-Njigba","NYY","LF","AA","40",0.22889843,0.13304721,0.35581395,0.14975041,0.37084498050911674,136.25080578532655,0.09960422,1801,3032,"sa3004279"
"Drew Waters","ATL","CF","AAA","55",0.25116713,0.06349206,0.39886846,0.16514691,0.3669788326615485,132.11882731962046,0.1497218,2634,3954,"sa3004378"
"Israel Pineda","WSN","C","A+","40",0.22986577,0.0704698,0.29040404,0.09647496,0.2960139111310494,87.13306767790877,0.14344828,1402,2175,"sa3004385"
"Hagen Danner","TOR","C","A+","35+",0.29504505,0.10585586,0.26033058,0.18586387,0.32117436617208284,93.93989073096458,0.17964072,1049,1670,"sa3004501"
"Conner Uselton","PIT","RF","-1","40",0.17714286,0.06857143,0.27480916,0.025,0.2589882666724069,45.9959456765682,0.11850649,394,616,"sa3004502"
"Jeter Downs","LAD","2B","AAA","50",0.19830028,0.10576015,0.30621302,0.1978142,0.3705641625613568,129.66575846783425,0.11609564,2507,4057,"sa3004615"
"Drew Ellis","ARI","3B","AAA","40",0.21720881,0.12067156,0.28499157,0.17761557,0.34269035901843,112.6988878178363,0.09476955,2329,3862,"sa3004687"
"Jacob Gonzalez","SFG","3B","CPX","35+",0.18496538,0.06923838,0.27285513,0.11563876,0.30097470204350496,90.98652573290488,0.12770251,2330,3469,"sa3004691"
"Heliot Ramos","SFG","RF","AAA","50",0.25944842,0.07865169,0.34280936,0.16819222,0.34729994986145224,119.05050286833249,0.12657888,2406,3721,"sa3004693"
"Mark Vientos","NYM","3B","AA","50",0.21368715,0.08240223,0.31144068,0.17214397,0.3513696474236483,114.67758252145185,0.14243542,1720,2710,"sa3004720"
"Nick Allen","OAK","SS","AA","40+",0.16309524,0.07380952,0.31107492,0.09358289,0.3134411937660641,92.3256909103932,0.08744993,1930,2996,"sa3004723"
"Tyler Freeman","CLE","SS","AA","45+",0.0884434,0.04009434,0.34927536,0.12319791,0.3854994724546482,142.57168396181024,0.04018658,1833,2787,"sa3004755"
"Quentin Holmes","CLE","CF","A+","35+",0.34504132,0.08264463,0.26136364,0.09699769,0.25056841276987957,54.27111535026088,0.16839803,1218,1829,"sa3004776"
"Jake Holmes","PHI","3B","A-","35+",0.2295082,0.0852459,0.30940594,0.06666667,0.2937058130439544,82.87407979302719,0.13099357,1307,2023,"sa3004815"
"Justin Connell","WSN","RF","A+","35+",0.14548239,0.10719755,0.29166667,0.06557377,0.31681539106593587,99.40187609055724,0.06941924,1415,2204,"sa3004884"
"Mason Martin","PIT","1B","AA","40",0.31763527,0.12825651,0.31364562,0.24352941,0.37467234530041565,133.62829366182302,0.17358866,2448,4021,"sa3004885"
"Lamar Sparks","BAL","CF","A","40",0.25833333,0.11666667,0.34246575,0.03846153,0.3164134239157041,89.78861397365385,0.19502075,173,241,"sa3004932"
"Tristen Lutz","MIL","RF","AA","45+",0.28163265,0.09387755,0.33216783,0.17013889,0.3445612349232566,114.73862603130496,0.14801255,2417,3824,"sa3004968"
"Je'Von Ward","MIL","RF","A+","40",0.23631124,0.11383285,0.34459459,0.09656301,0.32804277250287156,97.14355909909672,0.12663429,1677,2677,"sa3004969"
"Greg Deichmann","OAK","RF","AAA","35+",0.30633803,0.09859155,0.29022082,0.17425743,0.311518884880442,90.05062793241015,0.13268032,1421,2246,"sa3004977"
"Eddy Diaz","COL","2B","A","35+",0.125,0.0975,0.37123746,0.11815562,0.3930434533051255,133.37673979481792,0.11170213,597,940,"sa3004979"
"Adam Hall","BAL","SS","A+","40+",0.22151899,0.07848101,0.38627451,0.09197081,0.36136504196332003,129.6915576383518,0.11142454,1816,2836,"sa3005077"
"Jacob Amaya","LAD","SS","AA","40+",0.17406963,0.15366146,0.33210332,0.12879884,0.3721523447209094,127.9224086113012,0.05475681,1871,3269,"sa3005081"
"Nelson Velazquez","CHC","LF","A+","40",0.28650904,0.07371349,0.34712644,0.15068493,0.3312605796160398,104.4400733548444,0.15323496,1686,2643,"sa3005129"
"Danny Lantigua","CIN","RF","A","40",0.40855107,0.04750594,0.32394366,0.18622449,0.2891733406555085,74.0149473302062,0.30987124,867,1165,"sa3005239"
"Ezequiel Duran","NYY","2B","A+","40",0.27734375,0.06640625,0.29032258,0.17849462,0.32548651769903075,99.4423512547523,0.12831389,1214,1886,"sa3005271"
"Diosbel Arias","TEX","SS","AA","40",0.200492,0.10824108,0.37659963,0.10155148,0.3628189237765324,126.55977427593953,0.09487603,1865,3025,"sa3005308"
"Joe Dunand","MIA","3B","AAA","35+",0.23529412,0.07135969,0.30029586,0.11605206,0.30718696140436735,92.26492334116239,0.15032175,2540,3885,"sa3005360"
"Fadriel Cruz","COL","2B","DSL","35+",0.20813397,0.16028708,0.3229572,0.05247813,0.34582294678861236,102.21799238149804,0.2719715,526,842,"sa3005476"
"Carlos Rodriguez","MIL","CF","A+","40",0.0974478,0.03016241,0.3543956,0.08780488,0.3615524484732441,114.79174068990226,0.13956171,669,867,"sa3005478"
"Jose Tena","CLE","SS","A+","35+",0.17505995,0.05035971,0.38412698,0.10621762,0.37292178900693534,119.94414917744288,0.28244275,531,655,"sa3005482"
"Roberto Chirinos","NYY","SS","A","35+",0.21927711,0.04578313,0.30313589,0.125,0.31176882435158254,87.5594040562758,0.20680394,784,1117,"sa3005484"
"Larry Ernesto","MIL","RF","CPX","35+",0.35466667,0.05866667,0.33333333,0.12463768,0.29801850424375353,76.62838469285744,0.42481203,644,798,"sa3005485"
"Miguel Hiraldo","TOR","3B","A","40",0.14471243,0.07050093,0.3398533,0.15991903,0.37841267955790664,127.11069931350403,0.16052227,890,1302,"sa3005486"
"Adrian Hernandez","NYM","CF","CPX","40",0.18604651,0.05980066,0.31188119,0.13688213,0.36963514109452567,119.89142655120685,0.29124236,373,491,"sa3005487"
"Keyber Rodriguez","TEX","SS","A","35+",0.19181586,0.0971867,0.30566038,0.15204679,0.35083506597104924,107.27190538865494,0.2951049,521,715,"sa3005488"
"Antoni Flores","BOS","SS","A","40+",0.24814815,0.12592593,0.31137725,0.06837606,0.3079188068707784,92.21950567763413,0.13636364,558,902,"sa3005489"
"Fabian Pertuz","CHC","3B","A","40",0.16216216,0.0977131,0.36982249,0.12048193,0.3960227466277996,133.5034767503315,0.23466981,585,848,"sa3005500"
"Gilberto Jimenez","BOS","CF","A","40",0.14498141,0.05947955,0.39467312,0.10590631,0.3974951213765367,144.83732351851145,0.16320475,972,1348,"sa3005507"
"Jhon Solarte","TOR","RF","CPX","35+",0.18199234,0.12068966,0.35428571,0.08823529,0.37653689626997583,124.53736903155318,0.21989529,644,955,"sa3005510"
"Alexfri Planez","CLE","RF","A","35+",0.20945946,0.03378378,0.33009709,0.20363637,0.3808191244885073,125.81183502665166,0.38302277,399,483,"sa3005515"
"Andres Melendez","MIL","C","A","40",0.13043478,0.10248447,0.30252101,0.10108304,0.3510324591045439,107.21581059751549,0.17520661,409,605,"sa3005523"
"Jorge Barrosa","ARI","CF","A+","40",0.1375,0.08928571,0.30806846,0.09836066,0.3529645090452887,111.75050622325216,0.12561061,935,1433,"sa3005524"
"Randy Florentino","TEX","C","A","40",0.21749409,0.18439716,0.35390947,0.17313433,0.4135764444158191,143.7936012122548,0.27252252,541,888,"sa3005529"
"Juan Pie","PIT","RF","-1","40",0.19268293,0.12439024,0.31439394,0.14825581,0.3716123325777759,121.79745439300949,0.26042984,528,791,"sa3005531"
"Edgardo Rodriguez","TBR","C","A","35+",0.10245902,0.05327869,0.35078534,0.15740741,0.4194811168030947,148.9867354227426,0.17582418,276,364,"sa3005532"
"Luis Toribio","SFG","3B","A","40",0.23224568,0.18809981,0.36785714,0.18491484,0.43040267194692905,153.70310626194586,0.23178227,671,1139,"sa3005541"
"Neyfy Castillo","ARI","1B","A","40",0.24016563,0.09730849,0.30065359,0.1031175,0.31710388090299524,87.58763737570486,0.25796813,708,1004,"sa3005544"
"Daniel Castillo","MIL","SS","CPX","35+",0.20108696,0.09782609,0.27530364,0.03785489,0.2853216723753856,68.97414709144653,0.24678663,547,778,"sa3005545"
"Jhoan Paulino","OAK","SS","CPX","40",0.24407583,0.06872038,0.3202847,0.09921671,0.3061399921846162,80.92693078764641,0.35294118,610,765,"sa3005563"
"Federico Polanco","NYM","2B","A","35+",0.16766467,0.09381238,0.29972752,0.08,0.31921156398757905,87.65224452644105,0.2702381,624,840,"sa3005571"
"Miguel Marte","NYY","SS","DSL","35+",0.20209059,0.06271777,0.28780488,0.13076923,0.3138923304421561,87.07499444705068,0.28778468,382,483,"sa3005573"
"Angel Rojas","NYY","SS","CPX","35+",0.25628141,0.09798995,0.36032389,0.16239316,0.373219347329595,121.92941239608768,0.31406045,561,761,"sa3005578"
"Liover Peguero","ARI","SS","A+","45+",0.19512195,0.07560976,0.36426117,0.12834225,0.3601003220895442,116.3409940064658,0.1237785,788,1228,"sa3005582"
"Alberto Figuereo","TBR","2B","CPX","40",0.14824121,0.10050251,0.33098592,0.07374631,0.3581333597197787,113.20458898201424,0.20059435,470,673,"sa3005583"
"Raimfer Salinas","NYY","CF","CPX","40",0.24886878,0.06334842,0.31884058,0.12244898,0.337116766029893,102.44555742546642,0.31794872,309,390,"sa3005597"
"Julio Carreras","COL","SS","A","40+",0.18537415,0.0952381,0.34920635,0.17959184,0.3943908100542815,134.46948061865191,0.14498382,994,1545,"sa3005598"
"Keithron Moss","TEX","CF","A","40+",0.29059829,0.15954416,0.37016575,0.1024735,0.3647788498326496,115.64195559523105,0.30789826,495,747,"sa3005599"
"Antonio Cabello","NYY","CF","A","45",0.26410835,0.10383747,0.33969466,0.15803108,0.3525609459195818,112.6716276033993,0.1835536,879,1362,"sa3005600"
"J.P. Martinez","TEX","CF","AA","45",0.28784119,0.10545906,0.34216336,0.17923187,0.35659021740387264,121.47357616979964,0.15516108,1932,3042,"sa3005607"
"Ronaiker Palma","COL","C","A","40",0.07915567,0.05013193,0.30625,0.05475505,0.32151102368036905,89.4213895590001,0.09173127,531,774,"sa3005624"
"Andy Pages","LAD","RF","A+","40+",0.23217923,0.11201629,0.30152672,0.3042394,0.4304598659885173,157.11060020596835,0.16097561,916,1435,"sa3005625"
"Heriberto Hernandez","TEX","RF","A","40+",0.21353066,0.17336152,0.38132296,0.31481481,0.49330963665765815,190.320444455901,0.22993062,615,1009,"sa3005630"
"Julio Rodriguez","SEA","RF","AA","50",0.18649518,0.08842444,0.37947494,0.21206581,0.4259699557096727,162.64786074373035,0.17126437,1141,1740,"sa3005720"
"Juan Querecuto","SEA","SS","A","40",0.2386059,0.09919571,0.31034483,0.07453417,0.3207230405227558,90.27584730557474,0.26720648,525,741,"sa3005721"
"Adanson Cruz","STL","RF","CPX","35+",0.22073579,0.1270903,0.37634409,0.1314741,0.3982111333205947,135.89318501482552,0.32173913,387,575,"sa3005722"
"Joerlin De Los Santos","STL","CF","CPX","35+",0.1284153,0.13661202,0.36538462,0.10784314,0.41102813237922015,143.15509585052152,0.1921875,419,640,"sa3005723"
"Cristian Heredia","SDP","CF","CPX","35+",0.25240385,0.11057692,0.32806324,0.12568306,0.3478644018849501,105.49473719325796,0.26872771,591,841,"sa3005731"
"Carlos Aguiar","MIN","LF","CPX","35+",0.29285714,0.10714286,0.28205128,0.16806723,0.3210836788163568,91.15106356576698,0.36263736,203,273,"sa3005755"
"Alexander Ovalles","TEX","1B","A","35+",0.175,0.10625,0.35874439,0.15658363,0.389699545858791,130.9790403643035,0.13595934,508,787,"sa3005781"
"Johan Rojas","PHI","CF","A","40+",0.14233577,0.05839416,0.33729216,0.1307847,0.3681690263879168,123.67725649125993,0.13920705,809,1135,"sa3005784"
"Pedro Martinez","CHC","2B","A+","40",0.19305857,0.10845987,0.39032258,0.11166253,0.3923576162471813,133.43471002228188,0.19923372,686,1044,"sa3005795"
"Brayan Rocchio","CLE","SS","A+","50",0.12588652,0.06205674,0.3233945,0.11568627,0.35945680009702524,122.01023516955459,0.11500701,952,1426,"sa3005898"
"Anthony Garcia","NYY","RF","CPX","40",0.40248963,0.11618257,0.34285714,0.25238096,0.3560837175556805,113.68546907266855,0.33653846,438,624,"sa3005924"
"Victor Nova","CLE","3B","A+","35+",0.2,0.1761194,0.32,0.08679245,0.3636798449873564,114.54707588004969,0.18631732,419,687,"sa3006075"
"Madison Santos","NYY","CF","CPX","35+",0.22891566,0.10843373,0.31034483,0.20218579,0.367385268787255,119.52446424298769,0.18334735,754,1189,"sa3006206"
"Osleivis Basabe","TEX","SS","A","35+",0.11557789,0.07788945,0.37261146,0.10481586,0.3934833505237945,132.13410353446,0.19290123,476,648,"sa3006594"
"Seth Beer","ARI","1B","AAA","45",0.19518072,0.08554217,0.33139535,0.2140845,0.40543440176244205,155.1637240612486,0.10413929,1905,3044,"sa3006658"
"Tyler Frank","TBR","2B","A+","45",0.14186851,0.14532872,0.29842932,0.10043668,0.36531298672039203,131.24529566051632,0.09502262,642,1105,"sa3006660"
"Ross Adolph","HOU","CF","AA","35+",0.2679558,0.11325967,0.33333333,0.1742671,0.3626746362175684,127.78007054229933,0.13923586,1666,2722,"sa3006666"
"Gage Canning","WSN","CF","AA","40",0.28237129,0.07956318,0.33591731,0.13541666,0.320280929031612,100.71405733421287,0.17588158,1511,2297,"sa3006711"
"Nick Fortes","MIA","C","AA","35+",0.144,0.096,0.24727273,0.08,0.28872690645853677,82.63775438511348,0.05939005,771,1246,"sa3006714"
"David Fry","MIL","C","AA","35+",0.18615752,0.09427208,0.30948122,0.20272109,0.37430577283854677,127.5971277760538,0.12577792,1960,3053,"sa3006787"
"Kendall Simmons","PHI","SS","A","35+",0.26415094,0.09119497,0.2716763,0.2443609,0.37692318284322346,136.58431550093675,0.15585673,667,1033,"sa3006867"
"Joe Perez","HOU","3B","AA","35+",0.26315789,0.06698565,0.23846154,0.16666666,0.29623794842224854,88.77060190857104,0.13186813,475,728,"sa3006868"
"Devin Mann","LAD","2B","AA","35+",0.20704225,0.11549296,0.31707317,0.16885246,0.36231408463397496,123.08140618194427,0.09839064,1643,2734,"sa3006869"
"Cal Stevenson","HOU","CF","AA","35+",0.11558442,0.17272727,0.35687732,0.11568939,0.40747674984913296,151.49148990602262,0.04076819,1670,2968,"sa3006871"
"George Valera","CLE","CF","A+","50",0.27118644,0.1440678,0.28346457,0.19696969,0.36159204878705614,129.36989627412765,0.132116,553,931,"sa3006872"
"Lawrence Butler","OAK","RF","A","35+",0.38550725,0.12753623,0.32716049,0.10738255,0.2951092220734859,84.37973584810169,0.20994941,766,1186,"sa3006873"
"Trey Harris","ATL","LF","AA","35+",0.15579228,0.08521971,0.36672968,0.16236723,0.4013472450659579,154.25560254092855,0.11045779,1559,2381,"sa3006876"
"Micah Bello","MIL","CF","CPX","40",0.23655914,0.09677419,0.29957806,0.13897281,0.31952070884627476,90.52816048247053,0.18270165,687,1029,"sa3006883"
"Kristian Robinson","ARI","CF","A","50",0.26325411,0.10603291,0.35759494,0.19287212,0.3883146876162225,135.58281976810787,0.15156695,1107,1755,"sa3006884"
