Season,Name,Team,Level,Age,G,PA,AVG,BB%,K%,ISO,BABIP,wRAA,wOBA,wRC+,LD%,GB%,FB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,PlayerId
2014,"Jerrud Sabourin","CLE","AA",24,12,38,0.15151515,0.05263158,0.10526316,0.03030303,0.16129032,-4.581219068431122,0.17248785817945325,-3.0010598895360885,0.13793103,0.31034483,0.55172414,0.25806452,0.22580645,0.51612903,0.07352941,136,"sa546776"
2014,"Jonathan Roof","BOS","AA",25,59,214,0.25531915,0.08878505,0.21495327,0.12765957,0.32374101,1.0790106981154135,0.3322015331601197,104.30780670433927,0.2,0.39285714,0.40714286,0.44827586,0.26896552,0.28275862,0.09313155,859,"sa546779"
2015,"Jonathan Roof","BOS","AA",26,47,168,0.23404255,0.11904762,0.11309524,0.07801419,0.2601626,-1.476330035324694,0.30610074129971593,91.96934075763875,0.16260163,0.42276423,0.41463415,0.42519685,0.21259843,0.36220472,0.06221548,659,"sa546779"
2014,"Aaron Munoz","TOR","AA",25,8,25,0.04347826,0.04,0.28,0,0.05882353,-5.123284433735988,0.06519912481307984,-75.0865114154101,0.0625,0.3125,0.625,0.76470588,0.11764706,0.11764706,0.12087912,91,"sa546784"
2015,"Tim Roberson","BOS","AA",25,57,231,0.29953917,0.05627706,0.1991342,0.11981567,0.36526946,5.26800643212766,0.34840604624190885,120.84065389702778,0.18562874,0.48502994,0.32934132,0.31578947,0.30994152,0.37426901,0.12783751,837,"sa546786"
2016,"Tim Roberson","BOS","AA",26,65,240,0.24663677,0.0625,0.25,0.12107623,0.32075472,-4.062912287262081,0.30542174677054085,85.39346797773985,0.24223602,0.45341615,0.30434783,0.3803681,0.28220859,0.33742331,0.14953271,856,"sa546786"
2015,"Khayyan Norfork","WSN","AA",26,3,10,0.3,0,0.1,0.2,0.33333333,0.2873318367885442,0.35634403824806216,126.25794738352496,0.11111111,0.55555556,0.33333333,0.66666667,0.11111111,0.22222222,0.02380952,42,"sa546794"
2016,"Khayyan Norfork","WSN","AA",27,36,85,0.16438356,0.08235294,0.24705882,0.04109589,0.22641509,-5.942969866135099,0.23754803643507116,39.673863461688946,0.09433962,0.50943396,0.39622642,0.47169811,0.20754717,0.32075472,0.12063492,315,"sa546794"
2017,"Khayyan Norfork","WSN","AA",28,95,317,0.26785714,0.0851735,0.20189274,0.07142857,0.3364486,-2.5342680950610004,0.3177947853780856,93.15165644129969,0.27014218,0.43601896,0.29383886,0.48623853,0.2706422,0.24311927,0.0872428,1215,"sa546794"
2018,"Khayyan Norfork","WSN","AA",29,42,111,0.15625,0.0990991,0.20720721,0.10416667,0.17142857,-6.739742866898575,0.24813009839539135,49.000833558175486,0.11594203,0.47826087,0.4057971,0.48,0.18666667,0.33333333,0.11267606,426,"sa546794"
